Item No,Item Description,Invoice Date,Qty Shipped,Net Price,Unit Cost,Bill To,Whse
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-04,353,10.25,7.34,Walk-in,100812
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-12-04,19,148.91,100.08,Tidewater Mechanical,100349
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-12-04,35,130.55,100.08,Kestrel Construction LLC,100649
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-12-04,26,123.82,100.08,Northgate Property Group,100959
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-12-04,8,750.12,541.70,Halloran Mechanical,100959
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-12-04,18,96.32,68.12,Westport Unified Schools,100117
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-12-04,36,96.42,68.12,Kestrel Construction LLC,100649
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-04,65,3.36,2.40,Walk-in,100205
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-04,284,2.83,2.40,Vance & Sons Plumbing,100349
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-04,108,16.83,12.14,Halloran Mechanical,100047
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-12-04,41,11.12,8.76,Westport Unified Schools,100812
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-12-04,26,119.11,89.80,Northgate Property Group,100571
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-04,36,248.94,154.37,Halloran Mechanical,100205
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-04,34,215.61,154.37,Vance & Sons Plumbing,100933
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-05,348,3.00,1.85,Brightwater Facilities,100205
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-12-05,353,5.87,4.89,Brightwater Facilities,100117
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-12-05,1,760.43,541.70,Walk-in,100047
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-12-05,7,105.23,68.12,Kestrel Construction LLC,100571
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-05,269,3.48,2.40,Sable Creek Refining,100047
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-05,144,2.81,2.40,Fairmont Health System,100571
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-05,213,3.38,2.40,Northgate Property Group,100959
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-12-05,25,13.25,8.76,Halloran Mechanical,100812
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-12-05,28,10.07,8.76,Walk-in,100959
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-05,7,180.88,154.37,Halloran Mechanical,100571
HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,2025-12-05,2,1833.01,1253.53,Walk-in,100571
HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,2025-12-05,4,1874.57,1253.53,Westport Unified Schools,100959
HRD107744,3/4 IN x 100FT SOFT COPPER COIL TYPE L,2025-12-06,1,406.21,293.97,Walk-in,100117
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-06,326,2.36,1.85,Ridgeline Plumbing Co.,100933
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-12-06,226,6.18,4.89,Sable Creek Refining,100205
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-06,216,3.11,2.40,Tidewater Mechanical,100571
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-06,116,19.50,12.14,Ridgeline Plumbing Co.,100933
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-12-06,70,13.99,8.76,Sable Creek Refining,100349
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2025-12-06,6,2317.20,1537.75,Brightwater Facilities,100571
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-06,38,247.49,154.37,Walk-in,100959
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-07,33,25.65,20.11,Ridgeline Plumbing Co.,100047
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-07,120,29.17,20.11,Ridgeline Plumbing Co.,100117
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-07,296,2.33,1.85,Cortland Fire Protection,100349
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-07,238,2.42,1.85,Northgate Property Group,100571
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-07,246,2.82,1.85,Vance & Sons Plumbing,100933
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-12-07,392,6.13,4.89,Halloran Mechanical,100047
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-12-07,380,5.94,4.89,Kestrel Construction LLC,100349
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-12-07,230,7.05,4.89,Westport Unified Schools,100571
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-12-07,107,6.71,4.89,Ridgeline Plumbing Co.,100933
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-07,228,11.36,7.34,Westport Unified Schools,100812
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-07,103,10.67,7.34,Walk-in,100933
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-12-07,8,867.56,541.70,Halloran Mechanical,100117
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-12-07,9,94.44,68.12,Walk-in,100047
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-07,375,3.76,2.40,Orion Municipal Works,100117
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-07,399,2.78,2.40,Ridgeline Plumbing Co.,100959
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-07,54,15.60,12.14,Westport Unified Schools,100959
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-12-07,39,107.63,89.80,Kestrel Construction LLC,100933
HRD983377,3 TON 14 SEER AC CONDENSING UNIT R-410A,2025-12-07,7,1807.00,1537.75,Brightwater Facilities,100649
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-07,39,189.54,154.37,Brightwater Facilities,100959
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-08,103,29.25,20.11,Walk-in,100047
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-08,119,23.89,20.11,Brightwater Facilities,100933
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-08,238,2.77,1.85,Sable Creek Refining,100047
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-12-08,255,7.56,4.89,Cortland Fire Protection,100959
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-08,336,11.11,7.34,Walk-in,100349
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-12-08,8,743.85,541.70,Kestrel Construction LLC,100205
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-12-08,18,107.62,68.12,Sable Creek Refining,100649
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-08,63,2.94,2.40,Grayson HVAC Services,100571
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-08,73,19.02,12.14,Westport Unified Schools,100649
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-12-08,11,106.13,89.80,Halloran Mechanical,100649
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-09,42,24.73,20.11,Grayson HVAC Services,100349
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-09,80,28.22,20.11,Cortland Fire Protection,100571
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-09,26,26.41,20.11,Ridgeline Plumbing Co.,100649
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-09,375,2.49,1.85,Walk-in,100205
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-09,270,2.44,1.85,Orion Municipal Works,100812
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-09,341,2.46,1.85,Walk-in,100933
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-12-09,268,6.89,4.89,Cortland Fire Protection,100117
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-12-09,7,150.48,100.08,Delta Ridge Industrial,100047
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-12-09,32,120.14,100.08,Orion Municipal Works,100812
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-12-09,27,141.11,100.08,Cortland Fire Protection,100959
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-12-09,12,109.43,68.12,Ridgeline Plumbing Co.,100933
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-09,193,3.82,2.40,Tidewater Mechanical,100349
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-09,75,17.13,12.14,Sable Creek Refining,100959
HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),2025-12-09,7,739.57,642.46,Orion Municipal Works,100933
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-12-09,33,144.49,89.80,Cortland Fire Protection,100571
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-12-09,26,38.67,29.82,Cortland Fire Protection,100649
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-09,35,202.36,154.37,Kestrel Construction LLC,100649
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-09,25,227.08,154.37,Sable Creek Refining,100812
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-10,85,24.69,20.11,Orion Municipal Works,100205
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-10,147,2.77,1.85,Ridgeline Plumbing Co.,100571
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-10,267,2.23,1.85,Sable Creek Refining,100649
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-10,143,8.87,7.34,Delta Ridge Industrial,100117
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-10,141,11.89,7.34,Ridgeline Plumbing Co.,100812
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-10,265,3.75,2.40,Northgate Property Group,100349
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-10,64,17.74,12.14,Sable Creek Refining,100117
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-12-10,102,10.03,8.76,Vance & Sons Plumbing,100812
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-12-10,19,104.54,89.80,Tidewater Mechanical,100959
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-12-10,26,44.30,29.82,Tidewater Mechanical,100205
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-12-10,13,39.76,29.82,Ridgeline Plumbing Co.,100349
HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,2025-12-10,2,1517.53,1253.53,Delta Ridge Industrial,100349
HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,2025-12-10,1,1841.34,1253.53,Delta Ridge Industrial,100959
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-11,67,28.29,20.11,Cortland Fire Protection,100047
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-11,111,24.87,20.11,Halloran Mechanical,100349
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-11,290,2.98,1.85,Brightwater Facilities,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-11,320,2.58,1.85,Walk-in,100117
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-11,79,2.58,1.85,Halloran Mechanical,100349
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-11,277,8.79,7.34,Cortland Fire Protection,100933
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-12-11,3,819.09,541.70,Grayson HVAC Services,100959
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-12-11,22,82.17,68.12,Sable Creek Refining,100571
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-11,81,3.39,2.40,Kestrel Construction LLC,100047
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-11,101,3.84,2.40,Delta Ridge Industrial,100349
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-11,87,14.76,12.14,Vance & Sons Plumbing,100047
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-11,89,19.02,12.14,Vance & Sons Plumbing,100349
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-11,31,14.82,12.14,Grayson HVAC Services,100649
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-12-11,31,10.36,8.76,Delta Ridge Industrial,100649
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-12-11,26,12.01,8.76,Halloran Mechanical,100933
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-12-11,9,117.15,89.80,Grayson HVAC Services,100117
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-12-11,27,144.85,89.80,Northgate Property Group,100959
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-11,34,193.37,154.37,Brightwater Facilities,100047
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-11,27,222.38,154.37,Sable Creek Refining,100349
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-11,35,198.16,154.37,Vance & Sons Plumbing,100571
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-12,53,31.97,20.11,Delta Ridge Industrial,100571
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-12,380,2.55,1.85,Walk-in,100571
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-12-12,379,5.99,4.89,Walk-in,100205
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-12-12,96,7.89,4.89,Ridgeline Plumbing Co.,100571
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-12,362,10.62,7.34,Orion Municipal Works,100349
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-12-12,39,127.32,100.08,Walk-in,100205
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-12,361,3.40,2.40,Brightwater Facilities,100349
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-12,85,17.36,12.14,Cortland Fire Protection,100117
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-12,52,18.95,12.14,Grayson HVAC Services,100571
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-12,53,16.86,12.14,Delta Ridge Industrial,100812
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-12-12,28,125.92,89.80,Sable Creek Refining,100117
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-12,39,247.37,154.37,Ridgeline Plumbing Co.,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-13,124,2.73,1.85,Fairmont Health System,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-13,255,2.36,1.85,Orion Municipal Works,100933
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-12-13,367,7.62,4.89,Kestrel Construction LLC,100349
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-13,244,10.62,7.34,Northgate Property Group,100047
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-13,393,8.68,7.34,Ridgeline Plumbing Co.,100205
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-13,131,10.16,7.34,Delta Ridge Industrial,100571
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-13,302,10.15,7.34,Northgate Property Group,100933
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-12-13,12,130.54,100.08,Westport Unified Schools,100571
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-12-13,24,82.08,68.12,Northgate Property Group,100047
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-12-13,29,90.74,68.12,Cortland Fire Protection,100571
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-13,318,3.05,2.40,Orion Municipal Works,100959
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-13,187,3.32,2.40,Delta Ridge Industrial,100959
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-12-13,75,12.92,8.76,Northgate Property Group,100047
HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),2025-12-13,8,786.42,642.46,Kestrel Construction LLC,100959
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-12-13,11,120.44,89.80,Fairmont Health System,100047
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-12-13,10,125.59,89.80,Halloran Mechanical,100812
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-12-13,37,35.95,29.82,Orion Municipal Works,100933
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-13,18,194.60,154.37,Delta Ridge Industrial,100205
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-13,29,176.93,154.37,Northgate Property Group,100959
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-14,37,29.63,20.11,Grayson HVAC Services,100205
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-14,78,24.82,20.11,Vance & Sons Plumbing,100349
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-14,21,29.66,20.11,Halloran Mechanical,100571
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-14,93,26.53,20.11,Northgate Property Group,100812
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-14,41,24.32,20.11,Delta Ridge Industrial,100959
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-14,79,2.16,1.85,Delta Ridge Industrial,100649
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-14,348,2.69,1.85,Grayson HVAC Services,100812
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-14,123,9.56,7.34,Halloran Mechanical,100349
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-14,258,10.06,7.34,Cortland Fire Protection,100571
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-12-14,11,147.10,100.08,Grayson HVAC Services,100117
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-12-14,11,124.05,100.08,Grayson HVAC Services,100812
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-12-14,6,148.29,100.08,Halloran Mechanical,100959
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-14,141,3.50,2.40,Fairmont Health System,100117
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-14,72,2.96,2.40,Grayson HVAC Services,100812
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-14,60,17.03,12.14,Delta Ridge Industrial,100047
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-12-14,44,12.94,8.76,Fairmont Health System,100117
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-12-14,95,10.57,8.76,Cortland Fire Protection,100117
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-12-14,6,107.42,89.80,Grayson HVAC Services,100571
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-12-14,31,138.74,89.80,Cortland Fire Protection,100649
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-12-14,12,36.31,29.82,Halloran Mechanical,100933
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-14,13,201.19,154.37,Westport Unified Schools,100117
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-14,13,225.33,154.37,Westport Unified Schools,100812
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-15,118,23.52,20.11,Brightwater Facilities,100349
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-15,128,2.55,1.85,Grayson HVAC Services,100047
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-15,83,2.83,1.85,Ridgeline Plumbing Co.,100649
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-15,73,2.35,1.85,Ridgeline Plumbing Co.,100959
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-12-15,377,6.68,4.89,Orion Municipal Works,100047
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-12-15,317,6.14,4.89,Vance & Sons Plumbing,100571
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-12-15,32,79.96,68.12,Vance & Sons Plumbing,100047
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-12-15,14,91.40,68.12,Westport Unified Schools,100117
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-15,191,3.08,2.40,Ridgeline Plumbing Co.,100959
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-12-15,47,10.17,8.76,Tidewater Mechanical,100047
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-12-15,96,14.03,8.76,Vance & Sons Plumbing,100047
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-12-15,19,115.40,89.80,Vance & Sons Plumbing,100117
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-12-15,40,140.54,89.80,Walk-in,100205
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-15,19,216.18,154.37,Fairmont Health System,100349
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-15,19,178.46,154.37,Westport Unified Schools,100959
HRD551201,50 GAL HEAT PUMP WATER HEATER 240V,2025-12-15,5,1542.09,1253.53,Orion Municipal Works,100349
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-16,107,31.80,20.11,Walk-in,100349
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-12-16,336,5.73,4.89,Vance & Sons Plumbing,100649
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-16,218,10.67,7.34,Tidewater Mechanical,100047
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-16,168,9.69,7.34,Westport Unified Schools,100649
HRD512066,1/2 IN x 300FT PEX-B TUBING RED,2025-12-16,5,79.03,68.12,Kestrel Construction LLC,100205
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-16,144,3.72,2.40,Delta Ridge Industrial,100349
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-16,143,2.80,2.40,Ridgeline Plumbing Co.,100649
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-16,163,3.03,2.40,Fairmont Health System,100933
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-16,335,3.53,2.40,Vance & Sons Plumbing,100933
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-16,28,15.63,12.14,Ridgeline Plumbing Co.,100047
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-16,83,15.45,12.14,Orion Municipal Works,100649
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-16,65,17.14,12.14,Fairmont Health System,100933
HRD874019,4 IN CAST IRON NO-HUB COUPLING STAINLESS,2025-12-16,46,13.76,8.76,Ridgeline Plumbing Co.,100812
HRD900001,6 IN DUCTILE IRON MJ GATE VALVE (NEW SKU),2025-12-16,7,829.69,642.46,Kestrel Construction LLC,100117
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-12-16,36,47.19,29.82,Walk-in,100117
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-12-16,7,38.14,29.82,Delta Ridge Industrial,100571
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-16,5,237.00,154.37,Kestrel Construction LLC,100047
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-16,8,208.53,154.37,Delta Ridge Industrial,100571
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-16,35,218.64,154.37,Walk-in,100571
HRD551200,3/4 IN THERMOSTATIC MIXING VALVE LEAD FREE,2025-12-16,37,210.44,154.37,Delta Ridge Industrial,100812
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-17,90,25.29,20.11,Brightwater Facilities,100649
HRD118902,1/2 IN COPPER TYPE L HARD TUBE 10FT,2025-12-17,71,25.73,20.11,Westport Unified Schools,100812
HRD248813,1-1/4 IN GALVANIZED STEEL NIPPLE 6 IN,2025-12-17,290,2.43,1.85,Vance & Sons Plumbing,100571
HRD290145,2 IN PVC DWV SANITARY TEE HUB,2025-12-17,345,6.61,4.89,Vance & Sons Plumbing,100047
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-17,297,11.42,7.34,Brightwater Facilities,100117
HRD304148,3/4 IN CPVC 90 DEG ELBOW SOCKET,2025-12-17,78,11.71,7.34,Kestrel Construction LLC,100205
HRD335590,CHROME LAVATORY FAUCET 4 IN CENTERSET 2-HANDLE,2025-12-17,17,123.00,100.08,Westport Unified Schools,100933
HRD450871,40 GAL NATURAL GAS WATER HEATER 40 MBH,2025-12-17,6,660.65,541.70,Vance & Sons Plumbing,100117
HRD661204,1 IN PEX-A EXPANSION COUPLING BRASS,2025-12-17,231,3.62,2.40,Westport Unified Schools,100571
HRD772310,3/4 IN BRASS BALL VALVE FULL PORT THREADED,2025-12-17,105,19.38,12.14,Brightwater Facilities,100812
HRD900002,SMART THERMOSTAT WIFI 24V C-WIRE (NEW SKU),2025-12-17,22,129.52,89.80,Sable Creek Refining,100205
HRD900003,2 IN STAINLESS PRESS COUPLING 316L (NEW SKU),2025-12-17,35,38.78,29.82,Brightwater Facilities,100205
